query,url,title,snippet,text_sample,position,relevant,click,text_sample_cleaned,positive,negative,joy,sadness,anger,fear,fre,gulpease_index
Quanto psa lisola di plastica,https://www.green.it/tag/isola-di-plastica/,Isola di plastica - green.it,"L'isola di plastica, o Pacific Trash Vortex, è un'enorme isola di rifiuti che si è formata a partire dagli anni Cinquanta nell'Oceano Pacifico. La sua estensione è stimata fra le 700.000 e i 10 milioni di chilometri quadrati.","Isola di plastica - green.it. L'isola di plastica, o Pacific Trash Vortex, è un'enorme isola di rifiuti che si è formata a partire dagli anni Cinquanta nell'Oceano Pacifico. La sua estensione è stimata fra le 700.000 e i 10 milioni di chilometri quadrati.",1,NR,0,Isola di plastica - green.it. L'isola di plastica o Pacific Trash Vortex è un'enorme isola di rifiuti che si è formata a partire dagli anni Cinquanta nell'Oceano Pacifico. La sua estensione è stimata fra le 700.000 e i 10 milioni di chilometri quadrati.,0.022618472576141357,99.97738003730774,0.12279553338885307,77.4907648563385,0.5074810236692429,21.878959238529205,83.35,68.04
Quanto psa lisola di plastica,https://www.green.it/quanto-pesa-lisola-plastica-pacifico/,Quanto pesa l'Isola di Plastica del Pacifico? - Green.it,"UNA DISCARICA IN PIENO OCEANO. Un enorme ammasso di rifiuti galleggia nelle acque del Pacifico, approssimativamente tra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.Abbiamo già parlato dell’immonda isola che prende il nome di Pacific Trash Vortex: la sua estensione non è nota con precisione, e nemmeno il suo peso è mai stato calcolato, almeno fino ad oggi.","Quanto pesa l'Isola di Plastica del Pacifico? - Green.it. UNA DISCARICA IN PIENO OCEANO. Un enorme ammasso di rifiuti galleggia nelle acque del Pacifico, approssimativamente tra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.Abbiamo già parlato dell’immonda isola che prende il nome di Pacific Trash Vortex: la sua estensione non è nota con precisione, e nemmeno il suo peso è mai stato calcolato, almeno fino ad oggi.",2,NR,0,Quanto pesa l'Isola di Plastica del Pacifico? - Green.it. UNA DISCARICA IN PIENO OCEANO. Un enorme ammasso di rifiuti galleggia nelle acque del Pacifico approssimativamente tra il 135º e il 155º meridiano Ovest e fra il 35º e il 42º parallelo Nord.Abbiamo già parlato dell immonda isola che prende il nome di Pacific Trash Vortex la sua estensione non è nota con precisione e nemmeno il suo peso è mai stato calcolato almeno fino ad oggi.,0.022430128592532128,99.97757077217102,0.008062539563979954,0.7452776655554771,99.14852976799011,0.09813854703679681,73.76,56.15
Quanto psa lisola di plastica,https://www.lifegate.it/persone/news/quanto-pesa-lisola-di-plastica-del-pacifico,Pacific Trash Vortex. L'isola di plastica nel Pacifico ...,"Quanto pesa la plastica in mare Le nuove stime, che secondo altri scienziati, come gli ecologi dell’Univesità spagnola di Cadice, sarebbero eccessive perché basate troppo sulla mappatura visiva dei rifiuti, indicano la presenza di circa 5.250 miliardi di detriti di plastica, del peso complessivo di circa 269 mila tonnellate. Quasi il 75 per ...","Pacific Trash Vortex. L'isola di plastica nel Pacifico .... Quanto pesa la plastica in mare Le nuove stime, che secondo altri scienziati, come gli ecologi dell’Univesità spagnola di Cadice, sarebbero eccessive perché basate troppo sulla mappatura visiva dei rifiuti, indicano la presenza di circa 5.250 miliardi di detriti di plastica, del peso complessivo di circa 269 mila tonnellate. Quasi il 75 per ...",3,NR,0,Pacific Trash Vortex. L'isola di plastica nel Pacifico .... Quanto pesa la plastica in mare Le nuove stime che secondo altri scienziati come gli ecologi dell Univesità spagnola di Cadice sarebbero eccessive perché basate troppo sulla mappatura visiva dei rifiuti indicano la presenza di circa 5.250 miliardi di detriti di plastica del peso complessivo di circa 269 mila tonnellate. Quasi il 75 per ...,0.020646363554988056,99.97935891151428,0.0423011661041528,26.925864815711975,37.6224547624588,35.40938198566437,67.37,58.99
Quanto psa lisola di plastica,https://www.youtube.com/watch?v=ZgRsgmWTIJQ,Nell'Oceano Pacifico galleggia un'isola di plastica grande ...,Nelle acque dell’Oceano Pacifico tra la California e le Hawaii galleggia una gigantesca isola di plastica. È grande tre volte la Francia ed è formata da oggetti risalenti anche agli anni ’70.,Nell'Oceano Pacifico galleggia un'isola di plastica grande .... Nelle acque dell’Oceano Pacifico tra la California e le Hawaii galleggia una gigantesca isola di plastica. È grande tre volte la Francia ed è formata da oggetti risalenti anche agli anni ’70.,4,NR,0,Nell'Oceano Pacifico galleggia un'isola di plastica grande .... Nelle acque dell Oceano Pacifico tra la California e le Hawaii galleggia una gigantesca isola di plastica. È grande tre volte la Francia ed è formata da oggetti risalenti anche agli anni 70.,0.028963378281332552,99.97103810310364,99.84440207481384,0.09069835650734603,0.014219619333744049,0.05068889586254954,70.87,58.08
Quanto psa lisola di plastica,https://www.repubblica.it/ambiente/2018/03/22/foto/pacifico_com_e_grande_l_isola_di_plastica-191961405/1/,Pacifico: com'è grande l'isola di plastica - Repubblica.it,"L'hanno chiamata ""Great Pacific Garbage Patch"" (GPGP), o anche ""trash vortex"", ed è 10-16 volte più grande di quanto non Repubblica.it Pacifico: com'è grande l'isola di plastica","Pacifico: com'è grande l'isola di plastica - Repubblica.it. L'hanno chiamata ""Great Pacific Garbage Patch"" (GPGP), o anche ""trash vortex"", ed è 10-16 volte più grande di quanto non Repubblica.it Pacifico: com'è grande l'isola di plastica",5,NR,0,Pacifico com'è grande l'isola di plastica - Repubblica.it. L'hanno chiamata Great Pacific Garbage Patch GPGP o anche trash vortex ed è 10-16 volte più grande di quanto non Repubblica.it Pacifico com'è grande l'isola di plastica,0.03458652936387807,99.96541738510132,0.08792741573415697,99.25230145454407,0.4052131436765194,0.254562683403492,75.21,57.47
Quanto psa lisola di plastica,http://www.meteoweb.eu/2018/03/inquinamento-oceani-isola-plastica/1070775/,Inquinamento: la più grande isola ... - meteoweb.eu,"La più grande isola di rifiuti oceanici del mondo sta crescendo. Nota come Great Pacific Garbage Patch, è una raccolta galleggiante di rifiuti di plastica che si trova tra le Hawaii e la ...","Inquinamento: la più grande isola ... - meteoweb.eu. La più grande isola di rifiuti oceanici del mondo sta crescendo. Nota come Great Pacific Garbage Patch, è una raccolta galleggiante di rifiuti di plastica che si trova tra le Hawaii e la ...",6,R,1,Inquinamento la più grande isola ... - meteoweb.eu. La più grande isola di rifiuti oceanici del mondo sta crescendo. Nota come Great Pacific Garbage Patch è una raccolta galleggiante di rifiuti di plastica che si trova tra le Hawaii e la ...,0.02168177888961509,99.97832179069519,0.07009135442785919,12.418435513973236,1.6330445185303688,85.87842583656311,83.18,63.98
Quanto psa lisola di plastica,http://www.meteoweb.eu/2018/03/inquinamento-oceani-isola-plastica/1070775/,Inquinamento: la più grande isola galleggiante di rifiuti ...,"L’isola non è una solida massa di plastica. Include circa 1.800 miliardi di detriti e pesa 88.000 tonnellate, l’equivalente di 500 Jumbo Jet. Queste nuove stime sono 16 volte più alte delle ...","Inquinamento: la più grande isola galleggiante di rifiuti .... L’isola non è una solida massa di plastica. Include circa 1.800 miliardi di detriti e pesa 88.000 tonnellate, l’equivalente di 500 Jumbo Jet. Queste nuove stime sono 16 volte più alte delle ...",7,NR,1,Inquinamento la più grande isola galleggiante di rifiuti .... L isola non è una solida massa di plastica. Include circa 1.800 miliardi di detriti e pesa 88.000 tonnellate l equivalente di 500 Jumbo Jet. Queste nuove stime sono 16 volte più alte delle ...,0.02131318615283817,99.9786913394928,0.05770002608187497,16.987648606300354,19.619913399219513,63.334739208221436,86.83,82.81
Quanto psa lisola di plastica,http://www.nationalgeographic.it/ambiente/2018/04/04/news/isola_di_plastica_del_pacifico_pulirla_non_risolvera_il_problema-3928421/,"Isola di plastica del Pacifico, pulirla non risolverà il ...","Nel 2013 il giovane olandese Boyat Slat crea la fondazione Ocean Cleanup con l'obiettivo di ripulire l'isola di plastica. Utilizzando una serie di dispositivi composti di braccia galleggianti che sfruttano le correnti oceaniche, promette di rimuovere il 50% della plastica intrappolata nel vortice del Pacifico del Nord in 5 anni.","Isola di plastica del Pacifico, pulirla non risolverà il .... Nel 2013 il giovane olandese Boyat Slat crea la fondazione Ocean Cleanup con l'obiettivo di ripulire l'isola di plastica. Utilizzando una serie di dispositivi composti di braccia galleggianti che sfruttano le correnti oceaniche, promette di rimuovere il 50% della plastica intrappolata nel vortice del Pacifico del Nord in 5 anni.",8,NR,0,Isola di plastica del Pacifico pulirla non risolverà il .... Nel 2013 il giovane olandese Boyat Slat crea la fondazione Ocean Cleanup con l'obiettivo di ripulire l'isola di plastica. Utilizzando una serie di dispositivi composti di braccia galleggianti che sfruttano le correnti oceaniche promette di rimuovere il 50 della plastica intrappolata nel vortice del Pacifico del Nord in 5 anni.,0.0642002560198307,99.93579983711243,0.1346946693956852,96.8410849571228,2.637718990445137,0.38650690112262964,63.3,48.75
Quanto psa lisola di plastica,https://www.youtube.com/watch?v=-42fy_-1O7g,Scoperto Un Nuovo Continente Nel Mezzo Dell'Oceano ...,"La quantità di plastica da imballaggio prodotta in un anno, basterebbe a ricoprire l'intero pianeta lungo l'equatore. 500 miliardi di bicchieri di plastica usa e getta vengono usati ogni anno.","Scoperto Un Nuovo Continente Nel Mezzo Dell'Oceano .... La quantità di plastica da imballaggio prodotta in un anno, basterebbe a ricoprire l'intero pianeta lungo l'equatore. 500 miliardi di bicchieri di plastica usa e getta vengono usati ogni anno.",9,NR,0,Scoperto Un Nuovo Continente Nel Mezzo Dell'Oceano .... La quantità di plastica da imballaggio prodotta in un anno basterebbe a ricoprire l'intero pianeta lungo l'equatore. 500 miliardi di bicchieri di plastica usa e getta vengono usati ogni anno.,0.02277054445585236,99.97722506523132,0.008399879152420908,1.865256018936634,97.94284701347351,0.18350565806031227,67.99,57.8
Quanto psa lisola di plastica,https://it.wikipedia.org/wiki/Pacific_Trash_Vortex,Pacific Trash Vortex - Wikipedia,"In alcuni campioni di acqua marina prelevati nel 2001, il rapporto tra la quantità di plastica e quella dello zooplancton, la vita animale dominante dell'area, era superiore a sei parti di plastica per ogni parte di zooplancton. L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi ...","Pacific Trash Vortex - Wikipedia. In alcuni campioni di acqua marina prelevati nel 2001, il rapporto tra la quantità di plastica e quella dello zooplancton, la vita animale dominante dell'area, era superiore a sei parti di plastica per ogni parte di zooplancton. L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi ...",10,NR,0,Pacific Trash Vortex - Wikipedia. In alcuni campioni di acqua marina prelevati nel 2001 il rapporto tra la quantità di plastica e quella dello zooplancton la vita animale dominante dell'area era superiore a sei parti di plastica per ogni parte di zooplancton. L'isola costituisce un nuovo ecosistema dove la plastica è colonizzata da circa mille tipi diversi di organismi ...,0.03053710679523647,99.96947050094604,0.4951443988829851,79.99414801597595,0.3312518587335944,19.179454445838928,59.45,51.35
I ghiacciai in via di estinzione,https://trekking.it/news/ghiacciai-specie-in-estinzione.html,"Ghiacciai, specie in estinzione | Trekking.it","Un esempio per tutti: la Groenlandia rappresenta, con i suoi immensi ghiacciai, la più grande riserva d’acqua dolce della Terra.I grandi inquinatori planetari, sostenuti dall’attuale governo americano, fatalmente ammaliato dal fascino della speculazione sui combustibili fossili, ha sempre minimizzato, dopo averla a lungo negata, la relazione tra emissioni in atmosfera e riscaldamento globale.","Ghiacciai, specie in estinzione | Trekking.it. Un esempio per tutti: la Groenlandia rappresenta, con i suoi immensi ghiacciai, la più grande riserva d’acqua dolce della Terra.I grandi inquinatori planetari, sostenuti dall’attuale governo americano, fatalmente ammaliato dal fascino della speculazione sui combustibili fossili, ha sempre minimizzato, dopo averla a lungo negata, la relazione tra emissioni in atmosfera e riscaldamento globale.",1,R,1,Ghiacciai specie in estinzione Trekking.it. Un esempio per tutti la Groenlandia rappresenta con i suoi immensi ghiacciai la più grande riserva d acqua dolce della Terra.I grandi inquinatori planetari sostenuti dall attuale governo americano fatalmente ammaliato dal fascino della speculazione sui combustibili fossili ha sempre minimizzato dopo averla a lungo negata la relazione tra emissioni in atmosfera e riscaldamento globale.,0.020826839318033308,99.97918009757996,0.009657514601713046,0.027682611835189164,99.9340832233429,0.028562688385136425,43.94,39.43
I ghiacciai in via di estinzione,https://www.ohga.it/animali-in-via-di-estinzione-un-patrimonio-da-difendere-ogni-giorno/,Animali in via di estinzione: le 7 specie da difendere | Ohga!,"A spiegarlo è uno studio pubblicato l’anno scorso sulla rivista scientifica Pnas, che parla addirittura di una drammatica “sesta estinzione globale”. Sono infatti sempre di più le specie animali in via di estinzione che, a causa del bracconaggio o della scomparsa del loro habitat naturale, rischiano di sparire dal nostro pianeta.","Animali in via di estinzione: le 7 specie da difendere | Ohga!. A spiegarlo è uno studio pubblicato l’anno scorso sulla rivista scientifica Pnas, che parla addirittura di una drammatica “sesta estinzione globale”. Sono infatti sempre di più le specie animali in via di estinzione che, a causa del bracconaggio o della scomparsa del loro habitat naturale, rischiano di sparire dal nostro pianeta.",2,NR,0,Animali in via di estinzione le 7 specie da difendere Ohga!. A spiegarlo è uno studio pubblicato l anno scorso sulla rivista scientifica Pnas che parla addirittura di una drammatica sesta estinzione globale . Sono infatti sempre di più le specie animali in via di estinzione che a causa del bracconaggio o della scomparsa del loro habitat naturale rischiano di sparire dal nostro pianeta.,0.020959731773473322,99.9790370464325,0.05528349429368973,92.78749823570251,0.1894415938295424,6.967778503894806,67.23,50.66
I ghiacciai in via di estinzione,http://www.meteoweb.eu/2019/04/ghiacciai-estinzione/1247730/,Ghiacciai in via di estinzione: persi 9 trilioni di ...,"Ghiacciai in via di estinzione: persi 9 trilioni di tonnellate di ghiaccio in mezzo secolo Le maggiori perdite regionali sono in Alaska, seguito dai ghiacciai intorno al bordo della calotta di ...","Ghiacciai in via di estinzione: persi 9 trilioni di .... Ghiacciai in via di estinzione: persi 9 trilioni di tonnellate di ghiaccio in mezzo secolo Le maggiori perdite regionali sono in Alaska, seguito dai ghiacciai intorno al bordo della calotta di ...",3,R,1,Ghiacciai in via di estinzione persi 9 trilioni di .... Ghiacciai in via di estinzione persi 9 trilioni di tonnellate di ghiaccio in mezzo secolo Le maggiori perdite regionali sono in Alaska seguito dai ghiacciai intorno al bordo della calotta di ...,0.021661735081579536,99.97833371162415,0.03746269503608346,99.79807734489441,0.09389831102453172,0.07056796457618475,75.5,53.52
I ghiacciai in via di estinzione,https://www.genteditalia.org/2019/10/01/i-ghiacciai-delle-alpi-italiane-sono-in-via-di-estinzione/,I ghiacciai delle Alpi italiane sono in via di estinzione,"Nei giorni di massima apprensione per le sorti del Planpincieux, il ghiacciaio del Monte Bianco che si sta sgretolando giorno dopo giorno","I ghiacciai delle Alpi italiane sono in via di estinzione. Nei giorni di massima apprensione per le sorti del Planpincieux, il ghiacciaio del Monte Bianco che si sta sgretolando giorno dopo giorno",4,NR,0,I ghiacciai delle Alpi italiane sono in via di estinzione. Nei giorni di massima apprensione per le sorti del Planpincieux il ghiacciaio del Monte Bianco che si sta sgretolando giorno dopo giorno,0.020914615015499294,99.97908473014832,0.09006437612697482,0.183752435259521,0.0734470842871815,99.6527373790741,85.57,56.19
